id,ts_entry,city,market_id,question,date_str,days_ahead,unit,mb_max_model,mb_consensus,mb_n_models,mb_models_json,market_threshold,overshoot,market_type,no_ask_entry,no_bid_entry,yes_bid_entry,token_yes_id,token_no_id,roe_per_day,risk_distance,score,sim_stake,sim_tokens,stop_price,no_price_last,no_price_max,no_price_min,ticks_tracked,last_update,outcome,close_reason,ts_close,no_price_close,sim_pnl,sim_pnl_pct,is_sandbox
61,2026-03-15T00:07:50.001489,Chicago,0xf73398d88b0d7563170d9305d3fbd19a2c436b0d14c144720dde702ab2df2909,Will the highest temperature in Chicago be 32°F or higher on March 17?,2026-03-17,2,F,22.9,17.45,12,"{""AIFS"": 20.25, ""GEM15"": 20.39, ""GFS"": 14.82, ""ICON"": 18.3, ""IFS"": 14.36, ""IFS-HR"": 14.94, ""ARPEGE"": 22.9, ""NAM12"": 18.23, ""NBM"": 19.07, ""NEMS"": 15.73, ""NEMS2"": 14.18, ""UKMO"": 16.19}",32.0,9.1,above_equal,0.966,0.917,0.034,59820344489225968831620891341190612182105805581266653369392007551299620957562,52186809670995626586432411305411839570588180108675019395166474806542778204952,1.76,9.1,40.617,5.0,5.176,0.8211,0.992,0.995,0.873,27,2026-03-17T21:29:36.814292,WIN,EXPIRED_WIN,2026-03-18T01:21:43.297165,1.0,0.176,3.52,0
62,2026-03-15T00:08:19.706837,Seattle,0x8ee98256596688dab0704580c4a7ea21576a870948b043b58faf342c23c9ddd2,Will the highest temperature in Seattle be 60°F or higher on March 17?,2026-03-17,2,F,51.47,48.8,12,"{""AIFS"": 48.79, ""GEM15"": 48.13, ""GFS"": 51.2, ""ICON"": 49.38, ""IFS"": 47.52, ""IFS-HR"": 48.55, ""ARPEGE"": 48.21, ""NAM12"": 51.47, ""NBM"": 51.15, ""NEMS"": 45.75, ""NEMS2"": 45.46, ""UKMO"": 49.98}",60.0,8.53,above_equal,0.974,0.91,0.026,45510256867913187955356882706944553081171940112094188453252545949850692130064,56647511735180059723182485605022606838567958956804734077539319091884761766784,1.33,8.53,40.015,5.0,5.1335,0.8279,0.994,0.997,0.94,27,2026-03-17T21:29:36.324987,WIN,EXPIRED_WIN,2026-03-18T01:21:42.855171,1.0,0.1335,2.67,0
63,2026-03-15T00:08:32.680956,Atlanta,0x3dcef814170228270e7282aad39d057a8bef5fdb23d66c0a2e6d7eb9479255f4,Will the highest temperature in Atlanta be 56°F or higher on March 17?,2026-03-17,2,F,36.47,33.4,12,"{""AIFS"": 34.11, ""GEM15"": 31.16, ""GFS"": 32.33, ""ICON"": 33.75, ""IFS"": 34.65, ""IFS-HR"": 34.61, ""ARPEGE"": 36.47, ""NAM12"": 33.8, ""NBM"": 34.46, ""NEMS"": 28.8, ""NEMS2"": 30.24, ""UKMO"": 36.41}",56.0,19.53,above_equal,0.98,0.95,0.02,19028741682360025178131795079968466872109509716913931950433177109044307608050,98875158672516612175684466704438852896819651601140623494191936754055546772102,1.02,19.53,119.437,5.0,5.102,0.833,0.995,0.995,0.949,27,2026-03-17T21:29:35.802279,WIN,EXPIRED_WIN,2026-03-18T01:21:42.774165,1.0,0.102,2.04,0
64,2026-03-15T00:09:55.128952,Sao Paulo,0xe4a9a3aa9fec8e9f8c1bf11007e3a9453bda1b1b9714b66fb16db3d38419f9b6,Will the highest temperature in Sao Paulo be 33°C or higher on March 17?,2026-03-17,2,C,21.86,19.37,10,"{""AIFS"": 19.05, ""GEM15"": 17.8, ""GFS"": 19.91, ""ICON"": 19.77, ""IFS"": 18.84, ""IFS-HR"": 18.99, ""ARPEGE"": 18.35, ""NEMS"": 19.46, ""NEMS2"": 19.71, ""UKMO"": 21.86}",33.0,11.14,above_equal,0.95,0.93,0.05,74130305807179454580311691636463281220339522374940703729420922019653501614696,36099292490941950796916707625127713397350783951506730447849177752409328585446,2.63,11.14,130.963,5.0,5.2632,0.8075,0.996,0.996,0.891,27,2026-03-17T21:29:35.301745,WIN,EXPIRED_WIN,2026-03-18T01:21:42.723224,1.0,0.2632,5.26,1
65,2026-03-15T00:10:09.451990,Munich,0x40c9a32aedf56fd2225e019f44e9ace7501c20473deb7d2a4c0968edec034547,Will the highest temperature in Munich be 14°C or higher on March 17?,2026-03-17,2,C,10.59,8.3,10,"{""AIFS"": 8.52, ""GEM15"": 6.24, ""GFS"": 10.59, ""ICON"": 7.31, ""IFS"": 8.79, ""IFS-HR"": 8.35, ""ARPEGE"": 7.97, ""NEMS"": 9.02, ""NEMS2"": 9.52, ""UKMO"": 6.67}",14.0,3.41,above_equal,0.994,0.937,0.006,10850684113158563074040889009212283484347341899696553337337718112598237954659,789240356363236490173642537629093687211285606799781379149335194811584469517,0.3,3.41,24.517,5.0,5.0302,0.8449,0.999,0.999,0.94,27,2026-03-17T21:29:32.807112,WIN,EXPIRED_WIN,2026-03-18T01:21:42.703304,1.0,0.0302,0.6,0
66,2026-03-15T03:30:08.631571,Miami,0x7f95465bbf708581e4144f27ebc4e03e5914041003075ea8c732639105a8e711,Will the highest temperature in Miami be 82°F or higher on March 17?,2026-03-17,2,F,77.0,73.65,12,"{""AIFS"": 71.81, ""GEM15"": 73.28, ""GFS"": 76.03, ""ICON"": 72.64, ""IFS"": 70.24, ""IFS-HR"": 70.94, ""ARPEGE"": 75.01, ""NAM12"": 75.56, ""NBM"": 73.32, ""NEMS"": 73.15, ""NEMS2"": 74.82, ""UKMO"": 77.0}",82.0,5.0,above_equal,0.959,0.954,0.041,78143242476244183069012113851819019350116394702868214637712885162551322260391,37789169730186840711323924298039723038469127321320268796392319706802066639357,2.14,5.0,14.227,5.0,5.2138,0.8151,0.999,0.999,0.959,26,2026-03-17T21:29:32.298635,WIN,EXPIRED_WIN,2026-03-18T01:21:42.280939,1.0,0.2138,4.28,0
69,2026-03-15T05:17:07.668815,Tokyo,0x7e393bcf601d6e6bf639edcd7d79fefc26a4ede8fb9f62e01445448b8eacc3b1,Will the highest temperature in Tokyo be 18°C or higher on March 17?,2026-03-17,2,C,15.86,14.84,10,"{""AIFS"": 15.54, ""GEM15"": 15.28, ""GFS"": 14.32, ""ICON"": 13.32, ""IFS"": 15.7, ""IFS-HR"": 15.86, ""ARPEGE"": 15.34, ""NEMS"": 13.71, ""NEMS2"": 14.13, ""UKMO"": 15.19}",18.0,2.14,above_equal,0.99,0.97,0.01,4215939660383169067596647504967535206751780566353419419961069639540387848106,111309130470457845255224522461306919036733555519065808204990567903887207896227,0.51,2.14,9.043,5.0,5.0505,0.8415,0.999,0.999,0.97,23,2026-03-17T15:57:11.709541,WIN,EXPIRED_WIN,2026-03-18T01:21:42.202764,1.0,0.0505,1.01,0
71,2026-03-15T07:09:02.185421,Londres,0x8f7ad5b5bc696edeb61336f722789d98f23c0907f332512d7e0731229e417977,Will the highest temperature in London be 18°C or higher on March 17?,2026-03-17,2,C,14.41,12.83,10,"{""AIFS"": 12.69, ""GEM15"": 12.71, ""GFS"": 14.41, ""ICON"": 13.74, ""IFS"": 13.39, ""IFS-HR"": 13.3, ""ARPEGE"": 13.1, ""NEMS"": 12.28, ""NEMS2"": 11.32, ""UKMO"": 11.35}",18.0,3.59,above_equal,0.987,0.981,0.013,72931540491105652694156593529352899011777169213190716264410545216035567182499,64891561613345811556930182525678347669092041755365452694029464604884203625174,0.66,3.59,28.527,5.0,5.0659,0.8389,0.999,0.999,0.965,24,2026-03-17T21:29:31.299452,WIN,EXPIRED_WIN,2026-03-18T01:21:42.140785,1.0,0.0659,1.32,0
72,2026-03-15T07:10:57.541399,Paris,0x2a3709b93510086c4ecad016efb1e064dea202347e701e331cd4781fb71a4e4e,Will the highest temperature in Paris be 20°C or higher on March 17?,2026-03-17,2,C,16.73,15.42,10,"{""AIFS"": 15.13, ""GEM15"": 13.89, ""GFS"": 16.45, ""ICON"": 16.54, ""IFS"": 14.98, ""IFS-HR"": 15.27, ""ARPEGE"": 13.98, ""NEMS"": 16.25, ""NEMS2"": 14.98, ""UKMO"": 16.73}",20.0,3.27,above_equal,0.987,0.98,0.013,22054665194817084445365982376188159776286022341933165867129615808132396185532,58173032376523811156224461775368253417905873085256188209089664432050695083640,0.66,3.27,24.26,5.0,5.0659,0.8389,0.999,0.999,0.972,24,2026-03-17T21:29:28.801503,WIN,EXPIRED_WIN,2026-03-18T01:21:41.719455,1.0,0.0659,1.32,0
73,2026-03-15T09:42:44.540871,Ankara,0xb129a8b63e87035495cfbfa7b250db70fc35ff05148feba50d28f892a7aebaa8,Will the highest temperature in Ankara be 17°C or higher on March 17?,2026-03-17,2,C,15.06,13.12,10,"{""AIFS"": 13.73, ""GEM15"": 15.06, ""GFS"": 11.26, ""ICON"": 14.69, ""IFS"": 13.41, ""IFS-HR"": 13.5, ""ARPEGE"": 12.9, ""NEMS"": 12.17, ""NEMS2"": 11.45, ""UKMO"": 13.01}",17.0,1.94,above_equal,0.94,0.93,0.06,64911756389514399696951980660941328767623373004857726563600592204477977867229,87011813553522224111355689330645085222923274084678759265311091458438393546582,3.19,1.94,8.157,5.0,5.3191,0.799,0.999,0.999,0.91,23,2026-03-17T21:29:28.311189,WIN,EXPIRED_WIN,2026-03-18T01:21:41.519458,1.0,0.3191,6.38,0
76,2026-03-15T16:33:44.752938,Buenos Aires,0x50d3abed0d8c4c26a514b421a9850ef5882f35737a09549272357f8126321018,Will the highest temperature in Buenos Aires be 35°C on March 17?,2026-03-17,2,C,31.14,26.0,10,"{""AIFS"": 24.46, ""GEM15"": 24.15, ""GFS"": 24.38, ""ICON"": 25.64, ""IFS"": 25.01, ""IFS-HR"": 25.7, ""ARPEGE"": 25.2, ""NEMS"": 31.14, ""NEMS2"": 27.66, ""UKMO"": 26.66}",35.0,3.86,exact,0.995,0.988,0.005,28810580800540017152944523151477423663457844887769434786985230521412699342808,105257243105785388394186994033110697014894282983364715015904074795209197739575,0.25,3.86,26.717,5.0,5.0251,0.8458,0.992,0.999,0.99,20,2026-03-17T21:29:27.803542,WIN,EXPIRED_WIN,2026-03-18T01:21:40.884743,1.0,0.0251,0.5,0
77,2026-03-15T18:50:33.269550,Buenos Aires,0xb11c0c3295caacf8a54df0f974b60a9ab80dd4613538f94b8f88f0eedf4cc0fa,Will the highest temperature in Buenos Aires be 34°C on March 17?,2026-03-17,2,C,30.97,26.16,10,"{""AIFS"": 24.46, ""GEM15"": 24.15, ""GFS"": 22.39, ""ICON"": 24.49, ""IFS"": 25.01, ""IFS-HR"": 25.7, ""ARPEGE"": 26.85, ""NEMS"": 30.97, ""NEMS2"": 27.66, ""UKMO"": 29.94}",34.0,3.03,exact,0.993,0.985,0.007,34014219123901710517104844420415034300159562654241874665784298932308767356804,38051613806328976982727821567505137975126357214586037431660742990673502919431,0.35,3.03,12.95,5.0,5.0352,0.844,0.998,0.999,0.955,19,2026-03-17T21:29:27.316416,WIN,EXPIRED_WIN,2026-03-18T01:21:40.266595,1.0,0.0352,0.7,0
82,2026-03-15T21:38:27.344770,Munich,0xc0c5bbb2ce754b591c822ad4ff25b684d4132dfa12e669b98b630d436ae0cc90,Will the highest temperature in Munich be 13°C on March 17?,2026-03-17,2,C,10.11,8.19,10,"{""AIFS"": 7.86, ""GEM15"": 7.53, ""GFS"": 8.12, ""ICON"": 9.1, ""IFS"": 8.9, ""IFS-HR"": 8.11, ""ARPEGE"": 5.81, ""NEMS"": 10.11, ""NEMS2"": 9.24, ""UKMO"": 7.08}",13.0,2.89,exact,0.982,0.981,0.018,16262992797382160164152275802332862126070516882425145566925508724713963742408,88645848998342373532760192566359498450565236765519544682019797186177810823908,0.92,2.89,18.603,5.0,5.0916,0.8347,0.999,0.999,0.982,18,2026-03-17T21:29:24.802773,WIN,EXPIRED_WIN,2026-03-18T01:21:39.682894,1.0,0.0916,1.83,0
98,2026-03-16T01:05:09.682317,Tel Aviv,0x6c642d12a77609debcf0349420894064c03ecbbf16649d589397cb29470af846,Will the highest temperature in Tel Aviv be 26°C or higher on March 17?,2026-03-17,1,C,23.19,22.0,10,"{""AIFS"": 21.78, ""GEM15"": 23.19, ""GFS"": 21.95, ""ICON"": 21.29, ""IFS"": 21.86, ""IFS-HR"": 21.99, ""ARPEGE"": 22.06, ""NEMS"": 23.18, ""NEMS2"": 22.29, ""UKMO"": 20.42}",26.0,2.81,above_equal,0.93,0.86,0.07,70618123350060265744035598242577721276348281468493776424473582558031149657266,10400670834949502671522029731994211525101525546133452502053960855840598298327,7.53,2.81,24.997,5.0,5.3763,0.7905,0.998,0.999,0.86,17,2026-03-17T21:29:11.852103,WIN,EXPIRED_WIN,2026-03-18T01:21:27.198083,1.0,0.3763,7.53,1
101,2026-03-16T07:32:29.539208,Munich,0x6ffdd52f77e7375144b29f149ccfe1bba62f40c19350b87c3768cfd342f7086f,Will the highest temperature in Munich be 12°C on March 17?,2026-03-17,1,C,8.9,7.33,10,"{""AIFS"": 7.86, ""GEM15"": 7.53, ""GFS"": 6.74, ""ICON"": 6.43, ""IFS"": 8.9, ""IFS-HR"": 8.11, ""ARPEGE"": 6.28, ""NEMS"": 6.18, ""NEMS2"": 7.33, ""UKMO"": 7.9}",12.0,3.1,exact,0.97,0.967,0.03,52450416449283226887842385689853825664670270568364979127274663533717080701339,33123639729508779760334378932101406306382368989804235698547512742306858199300,3.09,3.1,24.423,5.0,5.1546,0.8245,0.999,0.999,0.97,14,2026-03-17T21:29:08.316485,WIN,EXPIRED_WIN,2026-03-18T01:21:26.381103,1.0,0.1546,3.09,0
113,2026-03-17T04:49:18.073419,Wellington,0xc5979ffe5ca3e5c9ff7586bf5ce23670fac05195289a27925270feac815437d6,Will the highest temperature in Wellington be 21°C on March 18?,2026-03-18,1,C,19.1,17.65,10,"{""AIFS"": 18.0, ""GEM15"": 18.5, ""GFS"": 17.31, ""ICON"": 18.31, ""IFS"": 18.17, ""IFS-HR"": 19.1, ""ARPEGE"": 18.56, ""NEMS"": 15.3, ""NEMS2"": 14.91, ""UKMO"": 18.37}",21.0,1.9,exact,0.77,0.74,0.23,30699622570512580726153380975259877330775580246806198628120123270360815523812,108845790548004322692968986487268356365518677702510540357391852249600044777237,29.87,1.9,33.453,5.0,6.4935,0.6545,0.065,0.8,0.065,8,2026-03-18T01:21:18.083719,LOSS,STOP,2026-03-18T01:21:18.085096,0.065,-4.5779,-91.56,1
108,2026-03-17T02:16:19.838419,Seattle,0x22762743e136c7606abff0cd5609c4466273baf853f67e8757679efa68e79fa9,Will the highest temperature in Seattle be 62°F or higher on March 19?,2026-03-19,2,F,53.82,51.61,12,"{""AIFS"": 51.46, ""GEM15"": 51.09, ""GFS"": 52.94, ""ICON"": 50.82, ""IFS"": 50.46, ""IFS-HR"": 50.64, ""ARPEGE"": 50.43, ""NAM12"": 51.34, ""NBM"": 53.34, ""NEMS"": 53.82, ""NEMS2"": 51.37, ""UKMO"": 51.66}",62.0,8.18,above_equal,0.95,0.87,0.05,87684855776678815267965594395197591031523167968681001764969365245207839126053,84382221226823472849691187908951200470115433770895545193275360320618240229053,2.63,8.18,42.773,5.0,5.2632,0.8075,0.8,0.95,0.8,3,2026-03-17T06:53:48.597529,LOSS,STOP,2026-03-17T06:53:48.598854,0.8,-0.7895,-15.79,0
40,2026-03-14T01:39:09.750545,Wellington,0x212c635b5c8b14ab4e262088961bb9b6a9aaf11b202668bf3f1c559f4b0cbb3b,Will the highest temperature in Wellington be 22°C or higher on March 16?,2026-03-16,2,C,19.66,17.9,10,"{""AIFS"": 17.79, ""GEM15"": 18.44, ""GFS"": 16.46, ""ICON"": 18.09, ""IFS"": 18.81, ""IFS-HR"": 19.21, ""ARPEGE"": 19.66, ""NEMS"": 15.75, ""NEMS2"": 15.38, ""UKMO"": 19.42}",22.0,2.34,above_equal,0.89,0.77,0.11,10713105319511846859775062856865200747040058668234366361173050707067902139945,67197546544884714695889063354428423985158092505106137659870574530064813528979,6.18,2.34,15.08,5.0,5.618,0.712,0.999,0.999,0.79,26,2026-03-16T10:11:08.811686,WIN,EXPIRED_WIN,2026-03-17T04:47:17.093771,1.0,0.618,12.36,1
43,2026-03-14T01:40:50.432153,Tokyo,0xd06ee10342f0619e9e95fef2a89f803686ed443bcdcf1f741c0a75617769d462,Will the highest temperature in Tokyo be 18°C or higher on March 16?,2026-03-16,2,C,14.18,12.8,10,"{""AIFS"": 13.61, ""GEM15"": 13.05, ""GFS"": 13.96, ""ICON"": 12.94, ""IFS"": 11.77, ""IFS-HR"": 11.83, ""ARPEGE"": 11.52, ""NEMS"": 12.12, ""NEMS2"": 14.18, ""UKMO"": 13.07}",18.0,3.82,above_equal,0.99,0.94,0.01,20455933274456054309816808719873548171088508457589482692397150273072602604632,90952835080129214006378537701957361569525722382975207246566353599948183800540,0.51,3.82,31.443,5.0,5.0505,0.792,0.999,0.999,0.94,29,2026-03-16T17:08:17.720871,WIN,EXPIRED_WIN,2026-03-17T04:47:16.463983,1.0,0.0505,1.01,0
83,2026-03-16T01:00:10.636888,Buenos Aires,0x22ca30de122410c19759aa29af450c6ec725846b857617e8976e63ee60f96597,Will the highest temperature in Buenos Aires be 29°C or higher on March 18?,2026-03-18,2,C,22.71,19.86,10,"{""AIFS"": 18.04, ""GEM15"": 19.48, ""GFS"": 18.9, ""ICON"": 18.54, ""IFS"": 18.9, ""IFS-HR"": 20.24, ""ARPEGE"": 20.56, ""NEMS"": 22.71, ""NEMS2"": 22.44, ""UKMO"": 18.81}",29.0,6.29,above_equal,0.88,0.83,0.12,19748640046201188397548800870801470732471469832272125280541374174040588621127,20477813442095107816210686605855591710457660884005052662160300672557920519142,6.82,6.29,68.037,5.0,5.6818,0.748,0.66,0.89,0.66,11,2026-03-17T04:47:06.211451,LOSS,STOP,2026-03-17T04:47:06.212812,0.66,-1.25,-25.0,0
34,2026-03-14T01:37:22.601838,New York,0xfb4874c0ad4a8b6a82ea56da971a1cd206edacd3a1f455228c65205429d161b0,Will the highest temperature in New York City be 64°F or higher on March 16?,2026-03-16,2,F,48.86,44.77,12,"{""AIFS"": 42.94, ""GEM15"": 46.2, ""GFS"": 45.2, ""ICON"": 44.34, ""IFS"": 43.93, ""IFS-HR"": 43.92, ""ARPEGE"": 40.94, ""NAM12"": 43.61, ""NBM"": 48.86, ""NEMS"": 43.84, ""NEMS2"": 48.27, ""UKMO"": 45.16}",64.0,15.14,above_equal,0.89,0.83,0.11,34939916846089289423856059087234491970209305188780153077701882466237668992799,58622005734926931647916619467976674510111760693210399102309806761295311356476,6.18,15.14,92.778,5.0,5.618,0.712,0.988,0.988,0.83,30,2026-03-16T19:13:52.193005,WIN,EXPIRED_WIN,2026-03-17T02:14:50.627318,1.0,0.618,12.36,0
36,2026-03-14T01:37:50.134145,Dallas,0x95707656637fb9bdcbebc085a273bbf7cf3e89b12f5c50e83709a435a60e4219,Will the highest temperature in Dallas be 62°F or higher on March 16?,2026-03-16,2,F,52.14,43.74,12,"{""AIFS"": 46.64, ""GEM15"": 44.71, ""GFS"": 39.76, ""ICON"": 42.46, ""IFS"": 43.29, ""IFS-HR"": 43.42, ""ARPEGE"": 52.14, ""NAM12"": 43.5, ""NBM"": 43.39, ""NEMS"": 39.74, ""NEMS2"": 38.46, ""UKMO"": 47.41}",62.0,9.86,above_equal,0.92,0.9,0.08,63180924401472886289214538905693303564829664153159019983013794072789913521126,83936293949482798958225482196311085073855949979444492040941900239990069778564,4.35,9.86,44.387,5.0,5.4348,0.736,0.995,0.997,0.9,30,2026-03-16T19:13:50.161018,WIN,EXPIRED_WIN,2026-03-17T02:14:43.781007,1.0,0.4348,8.7,0
35,2026-03-14T01:37:37.992831,Londres,0x2b3c70d26b35a6829b7b8b657f575a84d9e8a2a754da15079a32de26c24ff597,Will the highest temperature in London be 15°C or higher on March 16?,2026-03-16,2,C,11.41,10.37,10,"{""AIFS"": 10.68, ""GEM15"": 9.51, ""GFS"": 10.59, ""ICON"": 11.39, ""IFS"": 11.41, ""IFS-HR"": 11.38, ""ARPEGE"": 9.98, ""NEMS"": 10.14, ""NEMS2"": 9.11, ""UKMO"": 9.5}",15.0,3.59,above_equal,0.989,0.98,0.011,12995303779065930623212814004815068308927374179817003443969460186440268784194,53158800851444811078197012761518361181227801118811211758626359713199938614400,0.56,3.59,28.427,5.0,5.0556,0.7912,0.999,0.999,0.951,30,2026-03-16T19:13:51.150324,WIN,EXPIRED_WIN,2026-03-17T02:14:37.798367,1.0,0.0556,1.11,0
38,2026-03-14T01:38:43.543225,Atlanta,0xb70b124dc9a9b3c366233d774d46012867368cd63ab57f48f042acacf71f7a29,Will the highest temperature in Atlanta be 74°F or higher on March 16?,2026-03-16,2,F,65.77,63.16,12,"{""AIFS"": 65.77, ""GEM15"": 64.93, ""GFS"": 64.75, ""ICON"": 64.28, ""IFS"": 62.2, ""IFS-HR"": 62.11, ""ARPEGE"": 60.01, ""NAM12"": 62.99, ""NBM"": 64.91, ""NEMS"": 61.05, ""NEMS2"": 62.13, ""UKMO"": 62.78}",74.0,8.23,above_equal,0.97,0.941,0.03,77481744022707908605055103046466526183384310110511144892867022852639898040644,22358030998996263825044542246338660394837062719094925339541908761814373429665,1.55,8.23,39.063,5.0,5.1546,0.776,0.996,0.999,0.952,30,2026-03-16T19:13:49.142077,WIN,EXPIRED_WIN,2026-03-17T02:14:33.961840,1.0,0.1546,3.09,0
44,2026-03-14T01:41:03.651872,Singapore,0x2c535e95e40ee8a36984b7d2d3325b8e1e47722555f77688ccc0386f871c4e1a,Will the highest temperature in Singapore be 35°C or higher on March 16?,2026-03-16,2,C,32.21,30.27,10,"{""AIFS"": 30.77, ""GEM15"": 31.25, ""GFS"": 30.17, ""ICON"": 31.8, ""IFS"": 31.62, ""IFS-HR"": 31.11, ""ARPEGE"": 32.21, ""NEMS"": 26.21, ""NEMS2"": 26.73, ""UKMO"": 30.79}",35.0,2.79,above_equal,0.98,0.82,0.02,30987244921254904075653727819703399646016738125085075897693008596480754024341,85259456427320509620232851816292188344169092418541233439252836511989201865714,1.02,2.79,13.32,5.0,5.102,0.784,0.999,0.999,0.82,29,2026-03-16T17:08:16.715224,WIN,EXPIRED_WIN,2026-03-17T02:14:31.937047,1.0,0.102,2.04,0
51,2026-03-14T06:45:07.932024,Londres,0x54b012b972a8c4b3e31b70c69f8c1ad683b9810d3bed256e9ea2acda7eb050a8,Will the highest temperature in London be 14°C on March 16?,2026-03-16,2,C,11.41,10.34,10,"{""AIFS"": 10.68, ""GEM15"": 9.51, ""GFS"": 11.14, ""ICON"": 10.27, ""IFS"": 11.41, ""IFS-HR"": 11.38, ""ARPEGE"": 9.96, ""NEMS"": 9.31, ""NEMS2"": 9.11, ""UKMO"": 10.59}",14.0,2.59,exact,0.989,0.971,0.011,103438313281567926792611326051305250766634718125917434804868339602869580583161,26930700669275655306700487004421629240467532528269893540929998447202117905109,0.56,2.59,15.093,5.0,5.0556,0.7912,0.994,0.997,0.881,27,2026-03-16T19:13:41.151057,WIN,EXPIRED_WIN,2026-03-17T02:14:30.148548,1.0,0.0556,1.11,0
41,2026-03-14T01:39:26.869808,Paris,0x27740ee734e73f90e27a56100a84142158edd50231fbe9c5a05a8bf9dda742f3,Will the highest temperature in Paris be 16°C or higher on March 16?,2026-03-16,2,C,10.96,10.2,10,"{""AIFS"": 10.88, ""GEM15"": 10.16, ""GFS"": 10.96, ""ICON"": 10.89, ""IFS"": 10.1, ""IFS-HR"": 10.32, ""ARPEGE"": 9.96, ""NEMS"": 9.33, ""NEMS2"": 9.74, ""UKMO"": 9.66}",16.0,5.04,above_equal,0.99,0.95,0.01,29737039507528003619576657494848707708433040869773086593141780402398502863463,21960193367158772557678523320384339528625047176350801056004240732478218589990,0.51,5.04,47.71,5.0,5.0505,0.792,0.999,0.999,0.96,30,2026-03-16T19:13:47.184933,WIN,EXPIRED_WIN,2026-03-17T02:14:23.979222,1.0,0.0505,1.01,0
50,2026-03-14T06:44:28.559458,Ankara,0xeb90ed7f2bf427be080710d66b2a04ca4d34a0de976f1582a2fa965a90253f30,Will the highest temperature in Ankara be 16°C or higher on March 16?,2026-03-16,2,C,14.5,12.23,10,"{""AIFS"": 10.76, ""GEM15"": 13.83, ""GFS"": 12.56, ""ICON"": 14.5, ""IFS"": 11.66, ""IFS-HR"": 11.36, ""ARPEGE"": 11.43, ""NEMS"": 13.18, ""NEMS2"": 11.29, ""UKMO"": 11.78}",16.0,1.5,above_equal,0.94,0.852,0.06,15637021449191956883411863790951452598534139777831493167241041322050312834791,83580830317435720564559217680302708829614891053642942997197670688093453617674,3.19,1.5,2.34,5.0,5.3191,0.752,0.999,0.999,0.852,27,2026-03-16T19:13:42.145821,WIN,EXPIRED_WIN,2026-03-17T02:14:21.759094,1.0,0.3191,6.38,0
47,2026-03-14T01:58:41.545177,Sao Paulo,0x4220e10b0e2ccd281878b0e40aea18ebbd837929fabec4662c6ca52363158748,Will the highest temperature in Sao Paulo be 34°C or higher on March 16?,2026-03-16,2,C,21.93,19.76,10,"{""AIFS"": 19.54, ""GEM15"": 17.95, ""GFS"": 20.78, ""ICON"": 20.66, ""IFS"": 19.67, ""IFS-HR"": 19.55, ""ARPEGE"": 17.51, ""NEMS"": 20.23, ""NEMS2"": 19.78, ""UKMO"": 21.93}",34.0,12.07,above_equal,0.98,0.72,0.02,88320723772479956220424233522120699488279376547837896462820018750294211748462,4562263710655616757377516757974545896973118816576597592849313869900272583257,1.02,12.07,140.803,5.0,5.102,0.784,0.997,0.997,0.93,29,2026-03-16T19:13:43.146101,WIN,EXPIRED_WIN,2026-03-17T02:14:21.684332,1.0,0.102,2.04,1
46,2026-03-14T01:57:28.948868,Toronto,0xd6320afc2d85d6a76ff1fa2551a3011a9024fcbcf7769fa5aabeb5c93a2817d6,Will the highest temperature in Toronto be 15°C or higher on March 16?,2026-03-16,2,C,10.14,6.42,12,"{""AIFS"": 9.0, ""GEM15"": 6.61, ""GFS"": 5.6, ""ICON"": 4.87, ""IFS"": 9.13, ""IFS-HR"": 8.75, ""ARPEGE"": 1.04, ""NAM12"": 3.68, ""NBM"": 7.68, ""NEMS"": 4.01, ""NEMS2"": 6.59, ""UKMO"": 10.14}",15.0,4.86,above_equal,0.879,0.825,0.121,63786317962373743524936187635646003861082424275662223087812075515468479813073,27707789347905171173636591833079970431915462805007371311754131636057672903209,6.88,4.86,43.73,5.0,5.6883,0.7032,0.999,0.999,0.8,29,2026-03-16T19:13:44.182330,WIN,EXPIRED_WIN,2026-03-17T02:14:21.104541,1.0,0.6883,13.77,1
54,2026-03-14T14:14:42.865064,Miami,0xc3a89382a4be3db5db33470dbee024e6e951030c0afba7f57a9d1f662e9fcd6f,Will the highest temperature in Miami be 96°F or higher on March 16?,2026-03-16,2,F,89.95,82.44,13,"{""NAM3"": 75.29, ""AIFS"": 84.15, ""GEM15"": 81.66, ""GFS"": 89.95, ""ICON"": 83.84, ""IFS"": 84.67, ""IFS-HR"": 80.69, ""ARPEGE"": 81.81, ""NAM12"": 79.81, ""NBM"": 82.46, ""NEMS"": 79.02, ""NEMS2"": 82.92, ""UKMO"": 85.39}",96.0,6.05,above_equal,0.995,0.993,0.005,95574420172960557168812985485220035196721290252105707641546441301349247378121,98754525308102212299830763590781283230112625155810399713080919674437829842092,0.25,6.05,13.115,5.0,5.0251,0.796,0.991,0.999,0.991,24,2026-03-16T19:13:39.149819,WIN,EXPIRED_WIN,2026-03-17T02:14:18.162788,1.0,0.0251,0.5,0
